UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
534,3,4,769,41,209,40,3,1,2,224,17,5,1425,48,2,68,1,24,27,2,1,3,35,4,1,1,2,1,1,3,36,75,9,21,24,31,2,24,207,1,161,2,11,5,2,572,6,1,213,3,419,2,403,338,1,162,6,44,6,2,3,47,4,29,29,19,49,3,4,12,31,4,9,4,60,5,4,6,1,21,3,17,4,42,1,3,39,4,23,3,2,5,27,40,29,1,1,1,7,5
535,20,1,96,22,283,1032,1,3,2,231,24,1,1868,5,5,163,3,38,18,2,4,1,31,5,3,1,2,4,1,3,2,135,2,34,85,13,2,11,15,1,224,2,16,118,1,946,3,1,333,2,13,1,212,143,4,290,5,3,59,5,2,2,3,49,3,5,5,3,2,48,41,4,17,1,13,2,1,3,1,46,5,3,5,42,1,3,7,5,34,3,4,6,3,21,3,4,2,3,7,1
536,1,4,132,29,26,1212,3,4,1,103,187,2,789,121,1,153,1,41,26,3,2,4,8,3,3,3,3,3,1,2,14,148,6,32,92,35,14,29,16,1,75,11,16,62,4,140,7,2,312,1,231,2,282,276,3,210,4,11,62,2,3,2,3,18,15,7,40,1,4,59,8,1,44,2,23,5,3,4,3,15,6,29,5,30,2,5,11,2,21,4,3,9,15,23,19,4,1,3,2,4
537,6,3,331,46,23,438,2,45,2,166,63,3,229,17,1,178,2,45,20,2,2,2,33,3,1,2,2,5,1,4,20,169,4,13,118,6,16,27,47,1,188,4,24,45,3,891,10,3,397,3,444,3,223,144,3,23,4,26,2,5,4,2,1,37,7,29,37,5,2,26,12,1,6,3,4,5,2,4,2,31,3,34,4,33,1,2,19,2,15,6,2,8,27,33,9,3,3,4,3,10
538,27,4,1198,22,291,61,1,38,1,239,166,3,2338,184,1,39,2,40,27,2,2,3,28,5,1,2,3,3,1,5,51,218,11,8,9,15,4,39,102,1,198,1,5,116,2,610,6,3,15,1,221,1,164,193,4,271,3,27,2,4,1,39,2,18,30,28,12,3,4,1,44,4,30,3,14,1,1,2,3,53,5,14,6,13,3,4,13,3,21,6,1,7,1,41,28,1,2,1,10,9
539,6,5,754,44,374,857,1,4,2,262,180,2,1519,170,2,167,2,13,15,3,5,3,51,2,3,2,2,3,1,2,38,200,10,12,78,16,18,41,199,1,31,6,1,69,2,584,7,3,356,1,152,1,62,104,2,292,1,28,36,5,4,53,2,15,49,42,12,5,1,10,24,3,37,2,40,6,2,3,4,33,6,45,8,36,2,4,38,3,4,2,3,2,40,20,19,3,4,5,4,10
540,30,2,997,38,237,937,2,43,2,264,144,2,1125,193,5,270,2,7,21,1,5,1,35,4,3,2,1,5,1,1,28,42,10,9,106,35,1,28,60,1,3,10,11,20,4,252,9,1,197,2,290,3,428,285,1,232,4,34,30,3,3,15,2,1,43,42,54,2,3,13,35,2,36,1,57,3,2,2,1,10,4,29,7,24,1,4,32,4,46,6,1,10,34,10,25,1,4,4,7,4
541,1,5,681,36,282,832,2,24,2,212,184,3,2271,141,2,84,2,25,18,1,2,3,12,3,3,2,2,4,1,3,31,209,8,18,115,27,14,40,53,1,26,6,1,99,4,1227,6,2,57,2,108,1,255,25,4,334,3,24,4,1,1,16,4,7,29,12,51,2,2,37,36,1,17,4,33,3,2,2,1,63,2,33,4,23,2,2,14,3,17,4,3,9,33,42,12,4,4,3,4,7
542,31,1,952,27,101,1077,3,39,2,164,96,3,939,74,5,290,3,25,21,3,5,2,5,3,1,2,2,3,1,2,9,7,7,33,93,31,18,28,128,1,45,6,14,43,1,56,10,1,48,3,253,3,422,1,1,231,6,14,36,2,3,33,2,43,27,13,1,4,3,52,22,2,27,4,34,2,1,1,3,62,1,16,8,35,3,3,49,5,7,6,1,7,1,42,5,2,2,5,2,3
543,8,1,359,32,284,1023,2,36,2,307,217,2,903,11,2,44,1,5,32,1,4,4,21,1,1,1,2,4,1,4,30,105,8,9,44,33,17,35,65,1,187,2,30,20,3,485,1,2,243,3,338,1,366,33,2,210,3,6,21,3,4,45,1,54,4,12,45,3,4,22,25,4,10,3,1,2,4,4,4,37,3,36,9,24,4,3,18,2,22,4,1,7,21,5,13,3,4,2,3,6
544,2,5,842,1,243,739,3,2,2,267,206,2,794,143,2,21,1,16,20,2,2,2,46,2,1,2,2,4,1,5,2,162,7,28,49,30,2,2,55,1,12,12,22,35,3,198,6,3,331,3,44,1,235,168,2,236,3,33,49,3,3,39,4,30,1,36,7,5,2,61,41,2,3,3,12,3,1,5,4,22,2,18,10,18,3,3,51,3,44,1,3,8,6,2,23,3,3,4,2,5
545,15,5,686,51,293,670,1,14,2,149,202,5,2027,25,1,332,1,21,28,2,3,4,13,4,1,3,2,4,1,2,22,96,4,11,89,18,7,18,78,1,222,11,4,22,4,761,1,2,183,1,316,3,183,123,1,270,2,14,10,5,2,18,1,51,27,17,25,1,1,50,41,3,25,1,46,2,4,2,3,22,4,43,10,12,3,4,53,5,3,5,1,6,10,43,10,4,3,4,4,3
546,7,2,329,5,156,85,2,17,1,285,46,5,1048,140,1,89,1,11,5,3,5,1,47,1,2,3,3,3,1,3,39,225,4,20,37,4,18,30,146,1,212,1,3,81,3,578,7,3,355,2,178,1,92,149,3,150,1,8,57,4,2,31,3,7,16,26,23,3,3,48,3,2,1,4,41,5,4,4,3,43,1,25,1,18,1,4,3,3,43,1,3,1,13,13,34,2,3,1,9,7
547,3,2,901,33,435,985,3,22,1,81,226,5,1450,63,3,273,2,28,22,1,3,2,37,1,3,2,3,1,1,3,40,212,11,7,68,4,7,27,23,1,60,10,15,29,4,1174,7,2,31,2,133,1,269,176,6,110,3,5,19,5,3,47,3,31,37,3,37,3,3,5,25,2,52,1,38,6,2,2,2,49,3,14,7,2,4,4,57,3,26,2,3,3,39,39,9,2,5,4,8,7
548,17,3,7,39,425,1230,3,3,2,274,5,4,1809,165,1,13,3,26,31,3,4,2,25,3,1,3,3,3,1,1,12,134,3,32,97,32,22,17,19,1,143,6,27,26,3,519,2,2,403,3,67,1,203,77,5,305,4,34,26,2,1,49,2,60,56,29,32,2,3,20,31,2,37,3,8,2,3,4,3,12,5,6,2,16,2,3,50,1,4,5,3,9,5,25,10,2,3,2,4,9
549,5,5,367,11,6,239,2,34,1,41,10,2,73,76,3,329,1,2,23,2,5,4,27,5,2,3,2,5,1,4,18,184,4,34,18,33,18,36,154,1,44,10,15,28,3,363,4,2,363,1,6,3,311,111,1,242,6,34,44,4,4,45,1,4,23,41,43,3,4,47,37,3,7,1,2,1,2,3,3,46,2,39,6,35,4,5,46,2,31,4,3,5,38,21,9,2,2,5,7,9
550,31,5,324,25,198,143,2,32,2,12,96,5,1928,23,5,287,1,21,35,1,1,4,13,4,3,3,3,1,1,5,24,202,1,25,50,29,18,33,155,1,159,9,20,74,1,898,2,3,23,2,296,1,431,331,1,191,3,36,4,2,3,13,3,47,5,33,40,2,3,5,40,1,29,3,22,6,3,3,1,28,1,20,4,7,4,1,64,1,14,6,1,10,8,39,16,1,4,2,7,8
551,4,4,129,25,342,201,1,12,1,97,114,3,382,4,2,37,1,8,8,3,3,2,41,5,3,2,2,2,1,3,4,69,12,13,33,16,15,4,203,1,209,6,18,17,4,791,9,1,193,2,336,1,200,274,4,260,5,36,41,3,3,19,2,55,37,20,37,6,4,64,11,2,14,3,41,5,2,1,3,47,3,7,3,14,3,4,28,4,60,3,1,8,41,5,8,3,2,5,3,10
552,14,2,825,19,252,529,1,21,1,234,162,2,267,86,3,285,2,1,14,2,3,2,45,3,1,1,1,2,1,5,14,129,4,19,93,4,12,26,137,1,167,7,5,3,4,744,10,2,41,3,450,1,177,319,4,340,5,37,1,1,2,20,2,18,46,33,35,4,4,19,3,1,56,2,17,1,1,5,3,52,6,28,7,40,3,1,57,1,46,5,4,3,44,35,5,4,1,4,1,6
553,34,3,357,25,47,253,3,23,2,37,229,3,863,7,2,215,3,24,13,3,1,3,46,5,1,2,2,5,1,3,10,212,4,22,37,25,3,34,229,1,140,8,18,122,1,524,6,3,318,3,407,3,276,36,6,46,6,39,15,1,3,47,4,19,47,10,18,5,4,15,46,1,3,4,63,6,1,5,4,53,5,11,6,42,4,2,44,2,41,4,1,9,8,16,11,3,3,1,5,5
554,11,2,397,37,216,1011,3,23,1,113,198,3,1272,68,2,149,1,43,9,3,4,1,3,5,1,1,2,3,1,1,25,144,8,10,64,18,22,22,202,1,50,8,5,62,1,1178,1,2,76,2,448,1,433,71,4,181,4,27,47,3,2,20,4,48,3,14,36,3,1,61,32,4,2,2,61,3,2,1,4,14,6,35,4,45,2,5,6,3,42,1,1,10,25,39,31,1,1,4,7,1
555,15,4,1212,3,206,293,3,27,2,42,8,1,172,135,3,117,1,7,8,3,5,2,30,2,2,2,2,1,1,3,4,94,2,6,42,30,20,24,35,1,55,10,15,85,4,508,1,3,89,2,19,1,345,109,3,185,3,34,33,2,1,51,1,26,7,44,21,6,1,54,15,1,35,3,39,4,2,1,3,57,2,5,6,16,1,4,62,3,51,6,3,6,4,7,36,4,2,4,3,7
556,15,4,918,46,303,651,2,7,1,217,55,3,744,34,4,341,1,21,30,1,5,3,14,4,2,1,1,1,1,1,42,160,11,8,102,34,11,28,49,1,26,6,19,117,3,218,10,2,111,3,434,3,113,56,4,12,3,45,24,4,1,36,1,9,21,46,35,3,2,56,21,4,56,4,58,4,1,3,2,49,3,7,8,9,4,2,41,5,57,3,2,3,43,20,12,4,4,4,7,1
557,29,5,1158,5,199,1251,2,8,1,225,114,5,860,209,1,138,3,26,19,3,1,2,27,5,2,3,2,1,1,4,1,205,9,5,108,23,17,6,214,1,153,3,29,23,4,51,5,3,69,3,79,3,370,183,3,256,1,25,44,3,4,30,4,33,42,20,43,5,4,38,20,4,14,1,6,2,1,3,2,37,4,43,6,28,3,5,63,4,30,1,2,6,45,7,35,3,3,3,8,9
558,34,3,249,33,388,387,2,36,2,276,47,4,18,48,5,53,1,40,27,3,3,1,35,4,2,1,2,5,1,2,13,23,3,32,17,2,5,39,198,1,188,8,21,41,1,355,9,3,168,1,396,2,319,112,6,304,4,18,21,3,1,44,1,49,8,34,17,5,3,62,1,1,6,2,4,4,1,6,1,17,2,23,8,9,2,5,62,3,31,6,1,6,36,8,27,4,2,3,8,6
559,14,4,444,1,255,21,1,23,2,251,90,2,693,173,3,121,2,24,26,1,1,1,19,2,2,1,1,5,1,1,33,64,8,14,86,25,14,7,93,1,209,5,7,29,4,713,1,1,436,2,120,3,444,53,2,305,1,32,47,2,2,16,2,13,47,46,4,6,2,57,17,4,32,3,35,4,4,5,2,27,5,14,2,45,4,2,19,4,5,6,3,3,35,16,27,2,1,3,7,6
560,4,2,699,47,241,366,1,15,2,143,9,5,1333,125,2,179,2,2,12,2,2,1,40,5,2,3,1,3,1,5,1,88,4,19,110,16,3,39,176,1,48,4,30,72,2,759,4,1,324,2,285,2,130,207,6,9,1,36,58,2,1,36,3,28,10,24,39,5,2,9,8,4,23,1,58,3,3,5,2,2,3,10,5,10,1,1,33,1,51,4,4,7,21,28,34,3,1,1,9,9
561,20,1,929,15,355,110,1,5,1,341,87,3,1203,38,1,178,2,20,5,2,2,4,28,5,2,2,3,2,1,3,41,196,9,29,31,39,16,15,94,1,214,6,27,90,2,1125,2,3,273,2,190,3,111,13,3,80,4,5,48,5,2,25,1,58,54,31,36,6,2,8,34,1,38,1,54,6,1,4,1,55,3,27,7,11,2,4,48,3,41,3,2,8,22,9,4,1,5,4,6,3
562,27,2,818,2,364,840,2,20,1,165,146,5,381,35,4,276,3,43,28,3,3,2,47,2,1,2,3,2,1,1,46,78,2,27,39,29,22,16,67,1,155,12,19,40,4,51,3,2,400,3,410,3,419,340,3,164,4,43,52,2,3,7,4,3,45,7,52,3,2,56,32,2,52,2,29,2,3,5,2,18,2,10,5,44,3,5,27,5,28,2,3,5,36,4,35,3,4,1,5,10
563,4,2,184,1,340,945,3,45,2,169,4,5,114,87,5,268,2,40,8,1,4,1,40,5,2,3,2,5,1,4,36,63,4,30,98,30,23,33,54,1,81,2,21,122,4,370,10,3,173,2,398,2,194,201,4,294,1,28,5,1,3,24,1,34,30,22,34,4,3,32,25,1,4,1,50,2,3,6,4,17,1,18,10,11,4,4,25,3,4,6,2,1,13,31,30,3,3,4,7,1
564,31,3,401,11,96,234,1,44,1,332,20,1,1417,145,5,108,2,18,32,3,4,3,9,4,1,3,2,2,1,2,12,86,7,1,114,26,23,18,93,1,19,4,20,93,3,455,3,1,406,1,229,3,351,197,5,193,1,44,46,1,1,5,4,14,37,16,47,6,2,17,5,4,29,2,30,5,1,4,3,61,2,3,8,3,1,5,30,3,15,6,1,8,43,41,42,4,2,3,4,4
565,11,5,602,30,18,1066,1,42,2,44,123,2,1774,55,1,224,3,1,16,2,2,2,21,4,3,3,1,3,1,3,9,129,6,28,66,38,3,27,184,1,79,5,33,55,4,41,7,2,97,3,452,3,414,319,2,289,4,8,7,1,1,19,4,29,48,35,5,2,1,9,45,1,10,2,1,5,1,2,1,25,1,14,9,5,3,5,24,1,22,2,2,5,18,18,44,3,1,3,5,10
566,19,5,895,44,48,889,1,43,1,130,81,1,2103,172,4,239,3,38,34,1,1,4,6,4,1,1,3,5,1,2,49,197,6,18,121,34,12,21,14,1,196,8,1,53,4,138,4,3,381,2,320,3,372,144,2,239,4,14,34,2,2,45,1,42,43,10,40,5,4,40,34,4,23,3,43,5,1,5,3,12,5,3,7,33,3,4,26,4,37,3,3,9,8,18,37,1,4,3,1,4
567,23,1,1055,45,396,613,2,36,2,328,183,5,1379,224,3,210,3,3,7,3,4,4,7,4,1,2,3,3,1,3,48,180,11,27,41,35,22,22,77,1,71,1,25,35,4,801,8,3,298,2,86,3,31,305,6,288,5,20,17,3,4,15,2,5,3,1,6,5,1,55,43,1,30,1,9,1,1,1,3,21,4,23,7,9,1,2,47,5,4,6,2,3,27,5,19,1,4,1,2,2
568,6,1,901,16,329,1344,1,19,2,73,82,3,1448,209,3,335,1,12,28,2,3,4,27,3,3,1,1,1,1,5,26,42,4,16,109,26,8,16,159,1,39,8,17,119,3,414,5,1,297,2,190,1,446,62,2,262,6,35,55,4,1,48,3,1,45,4,42,2,2,1,33,2,27,4,54,1,3,4,1,55,4,27,5,31,1,3,56,2,3,6,4,3,35,16,27,3,2,2,4,2
569,10,5,686,48,264,1083,2,6,2,311,67,3,703,138,5,109,3,5,13,1,1,4,42,3,3,2,2,4,1,2,27,107,8,32,82,1,23,4,194,1,182,4,2,47,3,1184,8,3,66,3,258,1,434,245,2,93,6,13,62,4,4,24,1,34,1,37,5,1,4,37,21,4,3,1,9,1,2,1,2,21,3,15,3,37,1,3,63,3,42,1,2,9,20,35,13,4,1,3,8,8
570,10,1,1056,35,391,93,1,32,2,194,151,4,1723,88,3,181,2,37,17,3,3,1,21,3,3,3,2,1,1,1,21,211,10,11,84,24,13,25,28,1,124,4,23,28,3,971,7,2,141,3,4,3,429,99,4,288,2,32,10,5,1,9,3,62,51,30,29,3,3,42,1,1,11,1,57,4,3,2,4,58,4,8,6,1,1,1,35,1,62,6,3,7,26,27,21,1,1,1,3,9
571,30,5,515,12,425,363,3,21,1,51,47,2,2057,199,4,94,3,33,30,1,1,2,52,2,3,1,1,1,1,4,36,43,2,3,20,21,14,40,219,1,122,2,27,31,1,1164,3,2,153,1,251,2,315,200,1,129,2,23,43,1,4,27,2,14,27,24,33,5,2,43,16,1,41,1,23,3,4,1,3,14,6,18,6,37,2,3,3,2,22,2,1,6,28,29,1,2,1,3,4,3
572,25,1,160,50,262,886,1,43,1,109,185,5,1574,232,3,40,3,37,20,3,2,3,31,2,2,3,2,1,1,2,48,149,4,13,56,38,6,12,226,1,129,6,14,66,3,689,9,3,306,1,276,2,208,171,5,156,4,28,16,1,4,42,1,62,48,42,44,4,1,40,1,4,1,4,39,4,3,4,1,26,3,37,9,25,1,2,11,4,1,3,2,7,15,40,13,2,2,3,9,1
573,34,5,659,26,247,836,3,7,1,193,69,3,1276,58,4,223,2,36,18,1,4,4,4,5,3,3,1,5,1,5,33,207,5,8,32,37,3,20,215,1,103,12,14,39,1,605,6,2,207,3,211,3,141,119,5,334,5,38,42,1,1,29,3,29,24,39,6,6,1,33,28,1,29,3,29,5,4,6,1,34,6,38,5,41,4,1,38,4,39,2,3,3,36,10,4,3,4,3,1,7
574,2,1,573,17,174,1345,3,21,1,155,165,1,857,127,3,280,3,21,33,3,1,3,33,1,1,2,1,2,1,1,15,83,2,2,115,4,20,36,139,1,150,2,27,48,4,848,10,2,401,3,204,1,55,238,2,285,6,41,59,3,2,43,2,12,29,7,46,1,4,16,32,3,1,3,41,6,4,3,1,41,2,36,1,10,2,1,15,4,35,2,4,2,23,45,16,2,2,1,10,6
575,9,3,1178,22,282,840,1,32,1,135,159,4,706,85,3,168,1,38,18,3,1,2,29,1,3,1,2,1,1,4,37,111,2,29,122,12,20,7,102,1,230,6,6,90,2,280,9,2,210,1,150,3,86,305,3,96,5,28,54,3,2,24,2,40,24,29,51,3,3,8,40,2,56,3,5,4,4,3,2,12,3,45,1,13,1,3,2,1,14,5,2,4,40,5,38,2,5,3,9,10
576,32,3,780,13,186,101,2,42,1,343,75,1,256,2,1,257,1,35,24,3,2,3,1,5,3,2,1,1,1,3,47,210,8,22,120,19,15,8,122,1,117,11,8,123,4,30,1,3,52,3,284,2,437,275,3,192,4,20,29,3,2,22,3,40,50,23,23,2,3,23,14,4,9,3,23,5,2,3,2,28,5,6,5,28,2,1,5,4,60,3,3,1,13,26,40,4,2,4,7,6
577,24,3,224,15,52,528,2,29,1,291,70,1,1748,115,4,23,3,31,33,3,3,1,53,5,1,2,3,3,1,5,39,3,4,30,13,2,2,18,43,1,22,6,19,25,3,640,2,1,325,3,19,2,386,329,1,38,2,35,17,1,3,32,2,29,35,10,33,4,4,60,42,3,56,1,48,5,1,3,1,29,2,19,1,38,2,4,24,5,19,3,4,2,14,6,7,3,2,3,4,1
578,22,4,1079,18,346,1174,2,38,1,116,195,1,2179,166,2,340,1,8,9,1,3,3,9,1,1,3,3,2,1,1,8,119,8,23,26,8,1,13,40,1,92,6,27,78,4,563,1,1,194,1,165,2,391,41,1,106,3,44,32,3,2,16,1,21,52,23,27,1,1,52,26,2,6,2,60,4,4,2,2,9,6,20,4,2,2,3,57,3,11,3,1,9,12,5,45,4,3,1,4,9
579,14,2,1160,45,402,1157,1,26,1,166,188,2,1089,74,3,48,2,36,32,1,3,2,14,4,2,1,1,5,1,3,26,41,4,21,116,26,10,27,214,1,2,2,28,61,3,828,4,1,370,3,32,1,445,208,2,314,1,35,54,1,2,31,1,9,9,34,33,3,2,27,33,3,12,4,50,6,1,2,1,22,4,26,1,39,3,2,40,3,48,3,1,3,21,18,3,3,2,2,1,3
580,30,5,1175,33,190,440,1,25,1,211,11,2,1984,20,2,84,3,16,28,1,5,2,3,1,2,2,3,4,1,2,6,44,6,19,58,34,3,35,215,1,61,10,14,106,2,285,9,3,257,2,77,3,11,180,6,123,2,44,30,4,2,49,4,61,36,27,43,5,4,62,36,1,17,3,50,1,2,1,1,4,5,33,9,36,3,2,54,5,43,5,2,2,32,16,33,4,4,1,4,9
581,2,5,123,30,246,952,2,40,1,168,123,1,797,76,4,33,3,21,17,1,2,4,42,3,3,3,2,5,1,5,13,212,8,3,71,23,15,10,63,1,225,7,18,39,4,381,7,1,22,1,49,3,408,5,5,204,3,44,15,3,1,5,3,49,22,45,46,2,4,65,4,4,27,2,30,4,4,4,3,43,2,22,4,39,1,2,61,4,28,2,4,6,5,3,26,2,5,3,1,5
582,32,1,887,15,44,179,1,23,1,278,92,2,1837,16,4,161,3,34,22,2,1,3,45,2,1,3,1,1,1,1,35,100,11,9,117,17,13,26,210,1,25,9,32,65,2,927,3,1,446,2,330,3,374,8,5,321,5,39,16,4,1,8,1,48,20,24,17,6,1,3,36,1,44,2,41,4,1,5,2,55,5,18,2,41,4,5,22,3,50,2,3,8,21,8,12,3,3,1,3,3
583,13,5,1207,32,255,1052,1,16,2,28,167,5,273,174,1,112,1,29,35,3,5,4,37,5,2,3,1,1,1,5,26,169,5,31,55,10,8,24,94,1,193,12,25,31,4,732,10,3,158,2,48,1,453,175,6,187,2,2,13,3,2,52,1,58,19,37,19,3,1,18,12,2,8,4,51,3,4,2,1,45,1,44,10,35,3,2,23,3,25,6,3,2,45,11,29,3,5,4,8,7
584,9,4,433,22,409,151,1,40,1,72,67,2,1260,50,1,15,3,24,2,3,1,3,15,5,1,3,2,5,1,1,34,138,1,7,76,35,9,19,4,1,201,5,6,76,1,803,10,2,97,1,317,1,66,152,3,286,1,7,40,5,4,30,1,37,52,24,18,1,3,10,17,3,45,3,28,1,4,5,4,23,2,35,3,19,2,1,32,2,33,4,2,2,4,31,32,4,5,2,9,2
585,25,2,2,18,434,604,1,7,2,153,179,5,1174,233,2,300,2,32,29,3,5,4,24,4,1,3,1,2,1,1,45,200,9,5,60,22,2,23,11,1,117,1,24,84,1,31,7,2,443,2,456,3,182,273,4,210,2,23,2,4,3,37,1,33,6,35,44,5,4,63,42,2,7,3,56,4,1,2,1,4,5,35,7,26,4,4,51,4,10,1,1,5,20,45,22,2,1,1,6,8
586,20,1,353,48,126,424,2,29,2,96,52,3,1424,32,2,90,3,11,25,1,4,1,33,4,3,1,2,5,1,5,42,153,11,5,56,34,22,40,91,1,25,8,24,12,4,949,7,3,343,3,29,1,72,196,3,319,2,12,11,3,4,5,4,50,34,8,48,1,3,34,43,3,7,1,1,3,3,3,3,21,1,22,3,40,3,3,8,5,15,1,2,8,9,17,28,2,5,2,5,8
587,18,5,591,32,365,839,2,30,1,18,113,4,645,57,5,31,3,16,10,1,2,2,47,1,2,2,1,2,1,1,36,213,11,17,89,13,15,1,185,1,190,1,17,45,4,1099,2,1,356,3,92,3,19,38,2,128,3,3,53,2,4,28,4,45,22,10,45,4,4,17,35,2,20,2,2,3,3,3,1,51,5,41,7,42,3,1,31,4,21,2,3,7,3,4,4,3,5,5,3,1
588,25,3,1141,19,336,1155,3,36,1,110,168,2,864,141,1,102,1,23,26,3,2,4,13,3,2,1,1,5,1,3,44,118,5,17,3,14,2,6,44,1,106,3,6,10,1,744,1,1,12,2,59,3,234,332,6,40,3,34,46,1,3,25,3,7,13,5,46,3,3,42,37,1,6,4,58,4,4,2,4,61,4,45,3,11,3,5,27,2,1,2,1,7,34,11,36,1,4,2,6,6
589,28,4,938,24,23,78,3,3,2,215,160,2,1819,174,5,280,1,45,22,1,2,1,44,5,1,1,3,5,1,4,16,229,11,31,123,35,18,31,27,1,102,11,14,39,2,798,7,1,152,3,50,3,102,119,4,139,5,38,26,1,3,3,4,28,42,33,37,1,4,55,37,2,7,2,55,6,1,1,4,60,1,26,1,19,2,3,40,1,32,5,4,9,15,40,22,4,5,5,8,9
590,8,3,293,50,278,813,3,36,1,293,141,4,406,27,4,37,3,23,11,2,4,2,51,3,2,2,1,3,1,2,31,29,9,7,12,36,23,13,230,1,39,7,31,6,3,1072,10,1,258,1,191,1,46,213,4,284,5,16,57,3,1,51,3,11,29,25,18,3,3,58,9,3,50,4,18,6,2,4,4,60,6,29,5,6,2,1,53,5,8,1,3,5,35,2,41,1,3,5,6,1
591,8,2,1028,48,56,497,2,16,2,91,227,3,786,142,5,72,2,22,5,2,3,1,10,4,2,1,1,3,1,1,34,69,11,31,113,3,3,7,6,1,17,1,26,64,1,388,7,1,35,2,441,1,168,301,2,25,4,32,61,1,2,28,3,26,5,8,17,3,2,57,18,1,52,2,43,1,1,3,4,4,1,11,1,8,1,4,62,2,30,2,2,5,10,40,25,4,3,1,8,9
592,7,4,851,36,179,1000,1,34,1,120,168,3,2259,138,4,48,2,16,8,1,3,2,46,5,2,2,3,2,1,2,41,80,11,23,85,7,17,18,226,1,101,12,3,120,3,435,10,2,155,2,148,1,347,94,3,27,3,35,36,3,3,32,2,54,24,6,12,1,3,18,2,4,9,3,63,3,4,3,1,22,1,7,7,20,2,2,51,5,17,6,4,1,20,22,18,3,2,4,6,8
593,25,3,968,16,3,1108,2,12,2,85,196,2,698,3,2,25,2,3,29,1,4,3,20,5,2,1,3,4,1,4,24,43,1,20,61,16,10,36,190,1,13,4,19,7,4,965,9,1,146,2,437,1,331,248,3,96,1,27,45,1,2,40,3,59,36,13,53,4,4,56,36,2,31,2,5,5,1,5,3,59,5,22,9,26,4,2,56,4,19,6,3,7,45,38,34,1,5,1,9,10
594,2,4,1108,34,78,1045,3,19,1,92,1,3,1375,159,3,312,1,28,24,3,3,3,20,3,3,2,2,4,1,2,20,178,4,15,5,5,14,24,134,1,115,2,34,34,2,535,9,1,49,2,378,1,90,327,6,290,4,25,37,2,2,3,2,48,1,31,22,2,3,35,46,2,47,2,54,2,4,6,3,2,6,7,8,39,1,3,63,2,2,5,2,4,15,20,7,2,1,3,1,5
595,25,4,714,31,399,95,1,35,1,217,161,3,2307,171,2,168,2,43,12,2,4,4,43,4,3,1,2,3,1,4,18,181,11,3,100,26,23,25,162,1,27,7,22,103,1,620,4,1,448,2,117,1,344,182,1,246,2,31,49,1,2,39,4,61,41,33,20,3,4,39,14,4,46,1,18,3,4,3,4,8,2,27,3,35,2,2,4,4,42,5,4,8,43,1,10,1,3,5,9,1
596,4,4,207,26,162,284,1,23,1,196,233,2,1744,65,4,197,1,31,24,1,5,1,26,5,3,1,2,4,1,3,29,225,7,19,39,16,6,39,188,1,22,3,27,87,2,1214,10,3,220,3,234,3,398,231,6,104,1,31,62,3,2,53,4,1,28,14,15,4,2,65,44,4,33,1,13,3,4,2,2,62,4,12,4,25,1,5,25,3,13,1,1,4,30,25,43,3,1,5,2,4
597,15,2,448,18,215,500,3,34,1,271,187,3,207,148,5,70,1,40,14,1,3,3,34,1,2,1,2,2,1,5,35,63,10,24,90,2,15,5,222,1,72,11,30,66,4,71,1,3,167,3,201,3,246,154,3,69,1,40,48,1,1,53,4,12,29,24,49,1,1,47,38,1,12,3,31,3,4,2,2,57,3,26,5,1,3,2,39,1,33,2,1,3,20,5,11,1,3,4,2,2
598,26,1,140,25,113,380,2,37,2,113,26,1,538,14,5,27,3,22,10,2,1,2,3,5,2,3,3,1,1,1,9,115,8,21,32,38,11,6,84,1,200,7,15,121,3,263,1,1,423,1,29,1,454,247,1,264,4,13,43,4,3,45,2,56,51,18,9,2,3,37,11,2,15,1,29,4,3,3,2,58,5,21,2,42,4,5,18,5,4,2,4,2,3,24,18,1,5,5,7,10
599,18,4,150,31,66,958,3,38,1,251,82,5,546,226,3,36,2,20,14,3,5,2,39,4,3,3,1,3,1,5,2,219,5,19,52,8,10,34,126,1,131,11,5,17,2,677,4,3,8,1,100,2,156,112,1,269,6,4,60,2,1,24,2,11,14,2,21,3,1,33,40,3,44,3,10,3,4,5,4,46,2,21,8,14,1,1,8,2,63,2,4,10,20,12,29,4,3,1,9,3
